# corpus prefix stripped from every path: /nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/
# F	<file>	<verdict>	<give-up detail>
# C	<file>	<repeat count>	<DTRES-CENSUS line>
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2137901.nun.smt2	16	DTRES-CENSUS narrow_sites=23 wide_sites=63 narrow_pairs=46 wide_pairs=116 dtres_funcs=16 dtres_inexact=16 dtres_nondt=0 sym_exact=0 sym_inexact=8 ctor_exact=0 ctor_inexact=3 apply_exact=0 apply_inexact=26 other=9 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2137901.nun.smt2	4	DTRES-CENSUS narrow_sites=5 wide_sites=19 narrow_pairs=1 wide_pairs=9 dtres_funcs=11 dtres_inexact=11 dtres_nondt=0 sym_exact=0 sym_inexact=8 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2164868.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2164868.nun.smt2	16	DTRES-CENSUS narrow_sites=24 wide_sites=55 narrow_pairs=63 wide_pairs=137 dtres_funcs=10 dtres_inexact=10 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=20 other=11 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2164868.nun.smt2	4	DTRES-CENSUS narrow_sites=5 wide_sites=16 narrow_pairs=1 wide_pairs=7 dtres_funcs=10 dtres_inexact=10 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=3 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2164868.nun.smt2	8	DTRES-CENSUS narrow_sites=5 wide_sites=5 narrow_pairs=1 wide_pairs=1 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=3 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2222179.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2222179.nun.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2222179.nun.smt2	16	DTRES-CENSUS narrow_sites=19 wide_sites=45 narrow_pairs=30 wide_pairs=67 dtres_funcs=12 dtres_inexact=12 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=6 apply_exact=0 apply_inexact=12 other=8 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2222179.nun.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=11 narrow_pairs=0 wide_pairs=7 dtres_funcs=6 dtres_inexact=6 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2222179.nun.smt2	2	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2222179.nun.smt2	2	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2310914.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2310914.nun.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2310914.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2310914.nun.smt2	8	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2310914.nun.smt2	4	DTRES-CENSUS narrow_sites=11 wide_sites=44 narrow_pairs=5 wide_pairs=87 dtres_funcs=16 dtres_inexact=16 dtres_nondt=0 sym_exact=0 sym_inexact=7 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=7 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2310914.nun.smt2	16	DTRES-CENSUS narrow_sites=140 wide_sites=506 narrow_pairs=1700 wide_pairs=14151 dtres_funcs=25 dtres_inexact=25 dtres_nondt=0 sym_exact=0 sym_inexact=27 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=127 other=52 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2446712.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2446712.nun.smt2	16	DTRES-CENSUS narrow_sites=24 wide_sites=64 narrow_pairs=77 wide_pairs=244 dtres_funcs=9 dtres_inexact=9 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=5 apply_exact=0 apply_inexact=10 other=12 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2446712.nun.smt2	8	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=3 dtres_inexact=3 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2446712.nun.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=7 narrow_pairs=0 wide_pairs=1 dtres_funcs=6 dtres_inexact=6 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2532293.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2532293.nun.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2532293.nun.smt2	8	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2532293.nun.smt2	16	DTRES-CENSUS narrow_sites=26 wide_sites=69 narrow_pairs=51 wide_pairs=141 dtres_funcs=18 dtres_inexact=18 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=3 apply_exact=0 apply_inexact=25 other=8 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2532293.nun.smt2	4	DTRES-CENSUS narrow_sites=4 wide_sites=13 narrow_pairs=1 wide_pairs=6 dtres_funcs=8 dtres_inexact=8 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2532293.nun.smt2	4	DTRES-CENSUS narrow_sites=4 wide_sites=4 narrow_pairs=1 wide_pairs=1 dtres_funcs=3 dtres_inexact=3 dtres_nondt=0 sym_exact=0 sym_inexact=3 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2532293.nun.smt2	4	DTRES-CENSUS narrow_sites=4 wide_sites=4 narrow_pairs=1 wide_pairs=1 dtres_funcs=3 dtres_inexact=3 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2674468.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2674468.nun.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2674468.nun.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2674468.nun.smt2	16	DTRES-CENSUS narrow_sites=41 wide_sites=111 narrow_pairs=291 wide_pairs=864 dtres_funcs=14 dtres_inexact=14 dtres_nondt=0 sym_exact=0 sym_inexact=5 ctor_exact=0 ctor_inexact=11 apply_exact=0 apply_inexact=16 other=20 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2674468.nun.smt2	4	DTRES-CENSUS narrow_sites=5 wide_sites=13 narrow_pairs=3 wide_pairs=10 dtres_funcs=6 dtres_inexact=6 dtres_nondt=0 sym_exact=0 sym_inexact=3 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2995533.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2995533.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2995533.nun.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=1 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2995533.nun.smt2	8	DTRES-CENSUS narrow_sites=3 wide_sites=9 narrow_pairs=1 wide_pairs=7 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=4 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2995533.nun.smt2	8	DTRES-CENSUS narrow_sites=3 wide_sites=9 narrow_pairs=1 wide_pairs=7 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2995533.nun.smt2	4	DTRES-CENSUS narrow_sites=6 wide_sites=20 narrow_pairs=2 wide_pairs=19 dtres_funcs=8 dtres_inexact=8 dtres_nondt=0 sym_exact=0 sym_inexact=7 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=3 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku2995533.nun.smt2	8	DTRES-CENSUS narrow_sites=9 wide_sites=15 narrow_pairs=8 wide_pairs=14 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=12 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=4 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku3084883.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku3084883.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku3084883.nun.smt2	16	DTRES-CENSUS narrow_sites=11 wide_sites=27 narrow_pairs=31 wide_pairs=63 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=6 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=6 other=10 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku3084883.nun.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=9 narrow_pairs=1 wide_pairs=3 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=6 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku3417069.nun.smt2	unknown	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo-wdf/isa_nun_bench_v4_enc/nunchaku3417069.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1813986.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1813986.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1813986.nun.smt2	24	DTRES-CENSUS narrow_sites=6 wide_sites=6 narrow_pairs=2 wide_pairs=2 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=3 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1853957.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function whose RESULT sort mentions a datatype (its Ackermann witness would itself be a datatype-sorted term) (ADR-0022)
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1853957.nun.smt2	8	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1853957.nun.smt2	24	DTRES-CENSUS narrow_sites=5 wide_sites=5 narrow_pairs=1 wide_pairs=1 dtres_funcs=3 dtres_inexact=3 dtres_nondt=0 sym_exact=0 sym_inexact=2 ctor_exact=0 ctor_inexact=3 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1968824.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1968824.nun.smt2	8	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku1968824.nun.smt2	12	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=5 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku2058716.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku2058716.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku2058716.nun.smt2	8	DTRES-CENSUS narrow_sites=1 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=2 dtres_inexact=2 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku2058716.nun.smt2	16	DTRES-CENSUS narrow_sites=6 wide_sites=8 narrow_pairs=3 wide_pairs=3 dtres_funcs=4 dtres_inexact=4 dtres_nondt=0 sym_exact=0 sym_inexact=5 ctor_exact=0 ctor_inexact=4 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku2102656.nun.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku2102656.nun.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/rec-fun-ijcar2016/wo/isa_nun_bench_v4_noenc/nunchaku2102656.nun.smt2	8	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
