# corpus prefix stripped from every path: /nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/
# F	<file>	<verdict>	<give-up detail>
# C	<file>	<repeat count>	<DTRES-CENSUS line>
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_a78db1_binary_search-T-defqtvc__00.smt2	3	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_a78db1_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_a78db1_binary_search-T-defqtvc__00.smt2	2	DTRES-CENSUS narrow_sites=15 wide_sites=19 narrow_pairs=37 wide_pairs=43 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=13 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_a78db1_binary_search-T-defqtvc__00.smt2	10	DTRES-CENSUS narrow_sites=4 wide_sites=6 narrow_pairs=3 wide_pairs=4 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=4 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_a78db1_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=5 wide_sites=7 narrow_pairs=4 wide_pairs=5 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=5 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_a78db1_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=5 wide_sites=7 narrow_pairs=4 wide_pairs=5 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=2 other=3 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_f0e6b6_binary_search-T-defqtvc__00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_f0e6b6_binary_search-T-defqtvc__00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_f0e6b6_binary_search-T-defqtvc__00.smt2	12	DTRES-CENSUS narrow_sites=2 wide_sites=3 narrow_pairs=1 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=1 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_110_48_precondition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_110_48_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_110_48_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=1 wide_sites=3 narrow_pairs=0 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=1 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_110_48_precondition___00.smt2	16	DTRES-CENSUS narrow_sites=11 wide_sites=17 narrow_pairs=13 wide_pairs=28 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=5 sym_inexact=0 ctor_exact=1 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=5 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_110_48_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=13 wide_sites=19 narrow_pairs=14 wide_pairs=29 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=8 sym_inexact=0 ctor_exact=1 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=5 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_110_48_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=2 wide_sites=4 narrow_pairs=0 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=1 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_48_13_loop_invariant_init___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_48_13_loop_invariant_init___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_48_13_loop_invariant_init___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=3 narrow_pairs=0 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=1 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_48_13_loop_invariant_init___00.smt2	16	DTRES-CENSUS narrow_sites=8 wide_sites=12 narrow_pairs=5 wide_pairs=11 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=2 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=3 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_48_13_loop_invariant_init___00.smt2	4	DTRES-CENSUS narrow_sites=9 wide_sites=13 narrow_pairs=7 wide_pairs=13 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=3 sym_inexact=0 ctor_exact=2 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=3 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_96_53_precondition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_96_53_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=1 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_96_53_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=1 wide_sites=3 narrow_pairs=0 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=1 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_96_53_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=2 wide_sites=4 narrow_pairs=0 wide_pairs=1 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=1 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_96_53_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=65 wide_sites=86 narrow_pairs=373 wide_pairs=583 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=56 sym_inexact=0 ctor_exact=6 ctor_inexact=6 apply_exact=0 apply_inexact=0 other=12 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_96_53_precondition___00.smt2	8	DTRES-CENSUS narrow_sites=77 wide_sites=98 narrow_pairs=497 wide_pairs=707 dtres_funcs=3 dtres_inexact=1 dtres_nondt=0 sym_exact=73 sym_inexact=0 ctor_exact=6 ctor_inexact=6 apply_exact=2 apply_inexact=0 other=12 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__linear_search__linear_search.adb_96_53_precondition___00.smt2	16	DTRES-CENSUS narrow_sites=9 wide_sites=14 narrow_pairs=4 wide_pairs=14 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=6 sym_inexact=0 ctor_exact=0 ctor_inexact=1 apply_exact=0 apply_inexact=0 other=3 other_kinds=DtSelect { constructor: ConstructorId ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/T207-035__flow_constrained_depends__q.adb_6_12_range_check___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/TU__contract_cases_legal__contract_cases_legal.ads_18_45_contract_case___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/TU__loop_related_legal__loop_related_legal.adb_26_36_loop_invariant_init___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/TU__refined_post_legal__refined_post_legal.ads_8_21_postcondition___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/TU__type_invariant__legal__type_invariant_legal_4.adb_25_14_invariant_check___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/TU__type_invariant__legal__type_invariant_legal_5.adb_46_14_invariant_check___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__a-cofuve.ads_237_63_ring_buffer.ads_8_4_range_check___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__ints.adb_42_24_overflow_check___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #3117 has sort (Uninterpreted 4) that the pure-Rust BV backend cannot bit-blast
C	UFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__ints.adb_42_24_overflow_check___00.smt2	47	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/adacore_u__ring_buffer.ads_21_52_range_check___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: congruence over a datatype argument whose expansion is not exact (a field with no expansion variable makes the encoded equality WEAKER than real equality, and a weaker co
C	UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=17 wide_sites=17 narrow_pairs=34 wide_pairs=34 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=13 ctor_exact=0 ctor_inexact=4 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=4 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=3 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=1 wide_pairs=1 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=3 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	4	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=1 wide_pairs=1 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=1 ctor_exact=0 ctor_inexact=2 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	2	DTRES-CENSUS narrow_sites=8 wide_sites=8 narrow_pairs=7 wide_pairs=7 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=5 ctor_exact=0 ctor_inexact=3 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDTLIRA/20200306-Kanig/spark2014bench/riposte__arithmetic__arithmetic.adb_164_39_overflow_check___00.smt2	unsat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/riposte__arrays_multidim__arrays_multidim.adb_171_22_postcondition___00.smt2	unknown	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after valid-universal elimination
F	UFDTLIRA/20200306-Kanig/spark2014bench/riposte__enums__enums.adb_67_19_postcondition___00.smt2	sat	none
F	UFDTLIRA/20200306-Kanig/spark2014bench/riposte__records__records.adb_16_20_postcondition___00.smt2	unsat	none
C	UFDTLIRA/20200306-Kanig/spark2014bench/riposte__records__records.adb_16_20_postcondition___00.smt2	1	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
F	UFDTLIRA/20200306-Kanig/spark2014bench/riposte__records__records.adb_56_19_postcondition___00.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: term #5391 has sort (Uninterpreted 4) that the pure-Rust BV backend cannot bit-blast
C	UFDTLIRA/20200306-Kanig/spark2014bench/riposte__records__records.adb_56_19_postcondition___00.smt2	117	DTRES-CENSUS narrow_sites=0 wide_sites=0 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
