id	crate	file	line	test	generator	iterations	box	property	counterexample_class	concrete_instance	reachable	reason	method	notes	disposition
R491	axeyum-solver	crates/axeyum-solver/tests/qf_ufnra_differential_fuzz.rs	482	qf_ufnra_differential_fuzz_disagree_zero	lcg	INSTANCES=700 (Lcg::new(seed))	vars 2..=3; atoms 2..=4; Eq (1/4): factor = factor with ne flip (doc); Poly: 1..=3 monomials (1/3 squares of one factor) coeff -2..=2, degree 1..=3 over factors {x_i (1/2), f(x_i) (1/4), g(x_i,x_j) (1/4)}; 1/4 atoms push one extra f(x_i) FACTOR into monomial 0; const -3..=3; cmp uniform over 6. MEASURED: every Eq atom is `g(x_i,x_j) = x_k` (698/698, ne=False); after a Var factor the next factor is never a Var	no Sat/Unsat disagreement with z3; agree >= 30	coefficient 0	0*f(x)*y + 1 > 0	yes		ran hits=396/700 seed=0..700		n/a
R492	axeyum-solver	crates/axeyum-solver/tests/qinst_bounded_instance_soundness.rs	97	bounded_instance_soundness_sweep (family A closed_universal_seed L128)	lcg	300 of SEEDS=900 (seed % 3 == 0)	W=4; forall x y. body with body = gen_bool depth 2 over and/or/not of eq(gen_bv) with and/or/xor/add/not and consts; exhaustive 16x16 oracle	loop refutes iff some (x,y) falsifies the body	an instance outside the finite domain	-	not-applicable	the domain is the whole 2^4 x 2^4 grid and the oracle enumerates it exactly; no point lies outside it	n/a	bv ops in the body exclude mul/div/shift (a shift by >= W is not in this box)	n/a
R493	axeyum-solver	crates/axeyum-solver/tests/qinst_bounded_instance_soundness.rs	97	bounded_instance_soundness_sweep (family B uf_refutation_seed L189 / uf_satisfiable_seed L283)	lcg	600 of 900 seeds	k0,k1 in 0..=15 with k1 != k0; ground f(a)=k0 [and f(b)=k0]; universal forall x. f(x) = k1 (or = k0)	emitted instances subset of the genuine {f(a)=k1, f(b)=k1}; Unsat; fresh-arena replay Unsat; sat family never refuted and f == k0 replays	a universal whose refutation needs an instance at a NON-ground-argument term (nested f(f(x))) and a sat body mentioning the bound variable on both sides	forall x. f(f(x)) = x with f(a) = a; forall x. f(x) = x with f(a) = a	no	both bodies are `f(x) = const`; the trigger's ground arguments {a, b} are always the complete instance set, and the sat replay only handles FuncValue::constant	read		structural-open
R494	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	218	quantified_bv_differential_matches_z3/a	lcg	INSTANCES=600	INSTANCES=600; W=4; two bound vars x,y; gen_bool depth 3 over {=,and,or,not}; gen_bv over {and,or,xor,add,not}; consts next_u64 % 16; leaf/var choices via rng.below(2)	axeyum solve on (forall x y. body) == z3 verdict; >= 50 jointly decided	a body that actually DEPENDS on a bound variable (so falsifying the universal requires choosing x/y)	(forall ((x (_ BitVec 4)) (y (_ BitVec 4))) (= (bvand x y) x)) -> unsat via x=#b0001 y=#b0000	no	gen_bv at depth>=1 draws rng.below(2) for 'leaf?' and then rng.below(2) for 'var?'; the MMIX LCG low bit alternates every call, so a leaf (0) is always followed by Const (1); a depth-0 gen_bv is reached only from gen_bool(0) whose preceding draw count pins the var draw to parity 1 (Const); measured: all 600 bodies contain zero Var nodes, i.e. every sentence is forall x y. <ground formula>	ran hits=0/600 seed=0..599	replica qbv_replica.py; 100 bodies contain bvadd, 383 a sign-bit const, 371 a zero const -- but never x or y; the closed-universal falsification lever is only ever exercised on ground bodies	fixed-lcg-mix
R495	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	218	quantified_bv_differential_matches_z3/b	lcg	INSTANCES=600	INSTANCES=600; W=4; two bound vars x,y; gen_bool depth 3 over {=,and,or,not}; gen_bv over {and,or,xor,add,not}; consts next_u64 % 16; leaf/var choices via rng.below(2)	axeyum solve on (forall x y. body) == z3 verdict; >= 50 jointly decided	bound-variable width >= 32 (domain enumeration infeasible; auto.rs:3387 says replay enumerates the domain 'fine at 8 or 16 bits and impossible at 32')	(forall ((x (_ BitVec 32))) (= (bvand x (_ bv1 32)) (_ bv0 32)))	no	W=4 is a single literal (line 46) used for both bound variables	read		structural-open
R496	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	279	quantified_bv_alternation_counterexamples_match_z3	sweep	64 cases (32 distinct: pivot=case%16 x sat=case%2)	W=4; pivot in 0..16; forall x. exists y. (x=pivot => y=x | not(y=y))	evidence is Sat / certified UnsatBvAlternationCounterexample matching z3, and the certificate rechecks	pivot at the width edge (all-ones, sign bit) and pivot 0	pivot=15 (#b1111), pivot=8 (#b1000)	yes	pivot = case % (1 << W) enumerates all 16 values of the 4-bit domain	read	widths other than 4 unreachable (W literal); each (pivot,sat) pair runs twice	n/a
R497	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	343	scaled_bv_alternation_prefixes_match_z3	sweep	16 cases (2 distinct: sat=case%2)	OUTER=160 Bool binders; body y=y or not(y=y); nothing else varies with case	160-binder alternation prefix is certified/refuted in agreement with z3	prefix longer than the original 128-binder cap	160 outer forall binders (fixed)	yes	OUTER=160 > 128 by construction; only the sat/unsat consequent varies, so the 16 iterations are 2 formulas x 8	read		n/a
R498	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	492	quantified_bv_nested_polarity_matches_z3/a	lcg	NESTED_INSTANCES=400 (seed ^ 0xD1CE5EEDA5A51234)	W=4; universal body gen_bool_range depth 3 over x,y; ground atom depth 2 over p,q; Shape from rng.below(4) in {OrGround,AndGround,NotForall,IteThen}	axeyum == z3 on a closed universal nested under or/and/not/ite with free ground vars (the lever must fire only on a top-level positive universal)	the Shape::NotForall wrapper (a FALSE universal under top-level not must be SAT, not unsat)	(assert (not (forall ((x (_ BitVec 4)) (y (_ BitVec 4))) (= x y))))	no	shape_of draws rng.below(4) after a call sequence whose length parity is pinned by the same low-bit alternation (see row 218/a); measured shapes over 400 seeds: OrGround 4, AndGround 190, NotForall 0, IteThen 206	ran hits=0/400 seed=0..399	as in the top-level sweep, all 400 universal bodies AND all 400 ground atoms contain zero variables (body_vars=0, ground_vars=0), so p/q never appear either	fixed-lcg-mix
R499	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	581	sat_candidate_nested_trigger_matrix_matches_z3	sweep	64 cases (4 distinct: mode=case%4)	WIDTH=16; UFs f,g; universal forall x. f(g(x)) (!)= c; case enters only as case%4	candidate-guided unsat recovered for mode 0 and sat controls agree with z3	another width (e.g. 1 or 2, where the UF domain is tiny and the universal is exhaustible) or a wider constant	same matrix at (_ BitVec 1)	no	WIDTH=16 is a literal (line 583) and nothing but case%4 reads case, so 64 iterations are four formulas repeated sixteen times	read		structural-open
R500	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	678	source_term_skolem_bv_matrix_matches_z3	sweep	64 cases (32 distinct: mode=case%4 x width=WIDTHS[(case/4)%8])	WIDTHS=[1,2,3,4,8,16,32,64]; forall a. exists b. a <=s b | a <=u b | a <s b | ~a <=s b	certified sat / agreed unsat / safe unknown against z3; sat models replay	width > 128 (Value::WideBv) source-term Skolem witness	forall a:(_ BitVec 129). exists b. (bvsle a b)	no	WIDTHS stops at 64 (line 680); the sibling UF matrix (line 762) reaches 129/257 but only for the UF shapes	read		structural-open
R501	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	762	source_term_skolem_uf_matrix_matches_z3	sweep	6 widths x 2 modes = 12	WIDTHS=[1,2,8,32,129,257]; forall a. exists b. b = f(a) | f(a) <=u b	axeyum Sat with replaying model and z3 Sat	width above the u128 boundary (WideBv)	width 129 / 257	yes	WIDTHS includes 129 and 257 (line 763)	read		n/a
R502	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	820	vacuous_outer_guard_matrix_matches_z3	sweep	64 cases (mode=case%4 x width=WIDTHS[(case/4)%8]; constant=(case*17+3) masked)	WIDTHS=[1,2,8,16,32,64,129,257]; k = (case*17+3) & (2^w-1)	certified guard sat / near-sat / agreed unsat / safe unknown against z3	guard constant at the width edge (all-ones) at a width above 1	k = #xff at width 8	yes	at width 1 the mask gives k in {0,1} (cases 0..3 -> 1,0,1,0) so all-ones is hit; at widths >= 8 the values k = 17*case+3 for the four cases mapped to that width never equal 2^w-1 (e.g. w=8: cases 8..11 -> 139,156,173,190)	derived	class reached only at w=1	n/a
R503	axeyum-solver	crates/axeyum-solver/tests/quantified_bv_differential_fuzz.rs	939	boolean_discharge_of_opaque_bv_closures_matches_z3	sweep	64 cases (32 distinct: mode=case%4 x width)	WIDTHS=[1,2,8,16,32,64,129,257]; forall x. (bvult x y) or p, etc.	certified sat / agreed unsat / safe controls against z3	width above the u128 boundary in the opaque closure	width 129 / 257	yes	WIDTHS includes 129 and 257 (line 941)	read		n/a
R504	axeyum-solver	crates/axeyum-solver/tests/quantified_uf_fmf_differential_fuzz.rs	543	quantified_pure_uf_matches_brute_force_reference	lcg	INSTANCES=150 (Lcg::new(seed))	1..=3 formulas of depth 2..=3 over {EqT, Pred, BoolVar, Not, And, Or, Implies, Forall/Exists over S (1/5 a Bool binder)}; terms depth 1 over {c0, c1, bound var, f(t)}; brute-force oracle over carriers 1..=3; a tautology forall appended when no quantifier was generated. MEASURED: quantifier bodies are Pred (56) or one EqT; 103/150 instances got the appended tautology; minimal model sizes 1:109, 2:26, none<=5:15	Unsat => brute force finds no model of size <= 3; Sat with cardinality <= 3 => brute force finds one; Sat model satisfies the assertions under the test evaluator	quantifier instance needed at a term OUTSIDE the ground term set (E-matching trap)	forall x. p(x) and forall y. not p(f(y))	no	every generated quantifier body is a single predicate/equality atom: the body's head draw is two draws after the choice-7 (quantifier) draw and the period-8 residue cycle [1,4,3,6,5,0,7,2] maps 7 -> (below(5) draw) -> 1 = Pred; with count <= 3 and one atom per quantifier no instance forces an instantiation off the ground set	ran hits=0/150 seed=0..150 (bodies: Pred 56, EqT 1, tautology 103)	MMIX LCG: state = a*s+c mod 2^64 with a,c odd, so bit k has period 2^(k+1); below(2)/flip() strictly alternate with the draw index and below(4)/below(8) cycle with period 4/8. Any branch taken by a below(2^k) draw at a fixed draw offset is a fixed function of the seed's low bits, not random.	fixed-lcg-mix
R505	axeyum-solver	crates/axeyum-solver/tests/quantified_uf_fmf_differential_fuzz.rs	543	quantified_pure_uf_matches_brute_force_reference	lcg	INSTANCES=150 (Lcg::new(seed))	1..=3 formulas of depth 2..=3 over {EqT, Pred, BoolVar, Not, And, Or, Implies, Forall/Exists over S (1/5 a Bool binder)}; terms depth 1 over {c0, c1, bound var, f(t)}; brute-force oracle over carriers 1..=3; a tautology forall appended when no quantifier was generated. MEASURED: quantifier bodies are Pred (56) or one EqT; 103/150 instances got the appended tautology; minimal model sizes 1:109, 2:26, none<=5:15	Unsat => brute force finds no model of size <= 3; Sat with cardinality <= 3 => brute force finds one; Sat model satisfies the assertions under the test evaluator	nested quantifier	forall x. exists y. f(x) = y	no	a quantifier body is never another quantifier (previous row); the fixed test degenerate_shapes_are_decided_soundly has one hand-written nested example	ran hits=0/150 seed=0..150		fixed-lcg-mix
R506	axeyum-solver	crates/axeyum-solver/tests/quantified_uf_fmf_differential_fuzz.rs	543	quantified_pure_uf_matches_brute_force_reference	lcg	INSTANCES=150 (Lcg::new(seed))	1..=3 formulas of depth 2..=3 over {EqT, Pred, BoolVar, Not, And, Or, Implies, Forall/Exists over S (1/5 a Bool binder)}; terms depth 1 over {c0, c1, bound var, f(t)}; brute-force oracle over carriers 1..=3; a tautology forall appended when no quantifier was generated. MEASURED: quantifier bodies are Pred (56) or one EqT; 103/150 instances got the appended tautology; minimal model sizes 1:109, 2:26, none<=5:15	Unsat => brute force finds no model of size <= 3; Sat with cardinality <= 3 => brute force finds one; Sat model satisfies the assertions under the test evaluator	quantified variable never appearing in the body	forall x. p(c0)	yes	gen_term draws Const even when a bound var is available	ran hits=19/150 seed=0..150		n/a
R507	axeyum-solver	crates/axeyum-solver/tests/quantified_uf_fmf_differential_fuzz.rs	543	quantified_pure_uf_matches_brute_force_reference	lcg	INSTANCES=150 (Lcg::new(seed))	1..=3 formulas of depth 2..=3 over {EqT, Pred, BoolVar, Not, And, Or, Implies, Forall/Exists over S (1/5 a Bool binder)}; terms depth 1 over {c0, c1, bound var, f(t)}; brute-force oracle over carriers 1..=3; a tautology forall appended when no quantifier was generated. MEASURED: quantifier bodies are Pred (56) or one EqT; 103/150 instances got the appended tautology; minimal model sizes 1:109, 2:26, none<=5:15	Unsat => brute force finds no model of size <= 3; Sat with cardinality <= 3 => brute force finds one; Sat model satisfies the assertions under the test evaluator	domain size exactly at the oracle bound (3)	forall x. not(f(x) = x) and not(f(x) = c0)	no	no instance has a minimal model of size 3	ran hits=0/150 seed=0..150 (min sizes 1:109 2:26 none:15)		structural-open
R508	axeyum-solver	crates/axeyum-solver/tests/quantified_uf_fmf_differential_fuzz.rs	543	quantified_pure_uf_matches_brute_force_reference	lcg	INSTANCES=150 (Lcg::new(seed))	1..=3 formulas of depth 2..=3 over {EqT, Pred, BoolVar, Not, And, Or, Implies, Forall/Exists over S (1/5 a Bool binder)}; terms depth 1 over {c0, c1, bound var, f(t)}; brute-force oracle over carriers 1..=3; a tautology forall appended when no quantifier was generated. MEASURED: quantifier bodies are Pred (56) or one EqT; 103/150 instances got the appended tautology; minimal model sizes 1:109, 2:26, none<=5:15	Unsat => brute force finds no model of size <= 3; Sat with cardinality <= 3 => brute force finds one; Sat model satisfies the assertions under the test evaluator	domain size above the oracle bound (4: a counterexample the size-3 oracle cannot express)	forall x. (f(x)!=x and f(x)!=c0), not(c0=c1), forall x. f(x)!=c1 (minimal model size 4)	no	no generated instance needs 4 elements, and structurally the checker accepts any `Unsat` on such an instance because brute_force_has_small_model stops at MAX_BRUTE_SIZE=3 (a wrong unsat at size 4 is invisible even if generated)	ran hits=0/150 seed=0..150	the solver's own bound is MAX_DOMAIN_SIZE=8 (uf_fmf.rs:53); the oracle bound is the smaller one	structural-open
R509	axeyum-solver	crates/axeyum-solver/tests/quantified_uf_fmf_differential_fuzz.rs	543	quantified_pure_uf_matches_brute_force_reference	lcg	INSTANCES=150 (Lcg::new(seed))	1..=3 formulas of depth 2..=3 over {EqT, Pred, BoolVar, Not, And, Or, Implies, Forall/Exists over S (1/5 a Bool binder)}; terms depth 1 over {c0, c1, bound var, f(t)}; brute-force oracle over carriers 1..=3; a tautology forall appended when no quantifier was generated. MEASURED: quantifier bodies are Pred (56) or one EqT; 103/150 instances got the appended tautology; minimal model sizes 1:109, 2:26, none<=5:15	Unsat => brute force finds no model of size <= 3; Sat with cardinality <= 3 => brute force finds one; Sat model satisfies the assertions under the test evaluator	UF nested application f(f(x)) under a quantifier	forall x. p(f(f(x)))	no	gen_term is called with depth 1 (lines 106-111): at most one application	read		structural-open
R510	axeyum-solver	crates/axeyum-solver/tests/quantified_uflia_model_finder_differential_fuzz.rs	810	quantified_uflia_model_finder_differential_fuzz_disagree_zero	lcg	SMOKE_INSTANCES=256 (Lcg::new(seed))	ground vars 1..=2; body atoms 1..=2; ground facts 0..=2; term depth <= 2 over {x only as a direct UF argument, y_i, const -4..=4, f(t), g(t), a*t1 + b*t2 + c with a,b,c -3..=3}; cmp uniform over 6; one top-level forall x; f(x) substituted into body atom 0 if x is absent (158/256 instances)	prove_unsat_by_mbqi verdict == z3; Sat passes check_model and a -40..=40 replay sweep; total 256; decided >= 242; no z3-sat residual unknown	quantifier instance needed outside the ground term set	forall x. f(x) < f(g(x))	not-applicable	gen_term/gen_uf_arg (lines 170-220) keep x strictly under an uninterpreted symbol, which is the almost-uninterpreted fragment where ground instantiation plus a default is complete by construction	n/a		n/a
R511	axeyum-solver	crates/axeyum-solver/tests/quantified_uflia_model_finder_differential_fuzz.rs	810	quantified_uflia_model_finder_differential_fuzz_disagree_zero	lcg	SMOKE_INSTANCES=256 (Lcg::new(seed))	ground vars 1..=2; body atoms 1..=2; ground facts 0..=2; term depth <= 2 over {x only as a direct UF argument, y_i, const -4..=4, f(t), g(t), a*t1 + b*t2 + c with a,b,c -3..=3}; cmp uniform over 6; one top-level forall x; f(x) substituted into body atom 0 if x is absent (158/256 instances)	prove_unsat_by_mbqi verdict == z3; Sat passes check_model and a -40..=40 replay sweep; total 256; decided >= 242; no z3-sat residual unknown	nested quantifier	forall x. forall y. f(x) = g(y)	no	build_axeyum wraps exactly one `forall(x_sym, body)`; the two-binder shape is only in two_binder_cartesian_profiles_agree_with_z3	read		structural-open
R512	axeyum-solver	crates/axeyum-solver/tests/quantified_uflia_model_finder_differential_fuzz.rs	810	quantified_uflia_model_finder_differential_fuzz_disagree_zero	lcg	SMOKE_INSTANCES=256 (Lcg::new(seed))	ground vars 1..=2; body atoms 1..=2; ground facts 0..=2; term depth <= 2 over {x only as a direct UF argument, y_i, const -4..=4, f(t), g(t), a*t1 + b*t2 + c with a,b,c -3..=3}; cmp uniform over 6; one top-level forall x; f(x) substituted into body atom 0 if x is absent (158/256 instances)	prove_unsat_by_mbqi verdict == z3; Sat passes check_model and a -40..=40 replay sweep; total 256; decided >= 242; no z3-sat residual unknown	quantified variable never appearing in the body	forall x. f(y0) > 1	no	`if !uses_x { body_atoms[0].lhs = F(X) }` (lines 369-372) forces x into every body	read	the vacuous-universal route is deliberately excluded; 62% of bodies get x only through this substitution	structural-open
R513	axeyum-solver	crates/axeyum-solver/tests/quantified_uflia_model_finder_differential_fuzz.rs	810	quantified_uflia_model_finder_differential_fuzz_disagree_zero	lcg	SMOKE_INSTANCES=256 (Lcg::new(seed))	ground vars 1..=2; body atoms 1..=2; ground facts 0..=2; term depth <= 2 over {x only as a direct UF argument, y_i, const -4..=4, f(t), g(t), a*t1 + b*t2 + c with a,b,c -3..=3}; cmp uniform over 6; one top-level forall x; f(x) substituted into body atom 0 if x is absent (158/256 instances)	prove_unsat_by_mbqi verdict == z3; Sat passes check_model and a -40..=40 replay sweep; total 256; decided >= 242; no z3-sat residual unknown	domain size at / above a finite-model bound	chain of distinct f-values	not-applicable	Int carrier; MBQI round/instance caps yield Unknown, never a verdict	n/a		n/a
