fact_id	route	curation	language	subject	n_evidence	n_checkers	checker_fanout_min	checker_fanout_max	kernel_theorem	per_theorem_footprint	env_footprint	circularity	semantic_falsification	mutation_control	independent_replay	coverage_bearing_checker	protection_count	exact_statement	subject_guessed	coverage_by_guess_only	checkers_multi	checkers_name_producer
F:rat-cramer-two-unique-y	kernel-lean	generated-unreviewed	lean4	Rat.cramer_two_unique_y	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-cramer2-solves	kernel-lean	generated-unreviewed	lean4	Rat.cramer2_solves	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-cross-of-eq	kernel-lean	generated-unreviewed	lean4	Rat.cross_of_eq	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-den-pos	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.den_pos	yes	yes	no
F:rat-det2-eq-zero-of-lin-dep	kernel-lean	generated-unreviewed	lean4	Rat.det2_eq_zero_of_lin_dep	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det2-id	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.det2_id	yes	yes	no
F:rat-det2-row-add	kernel-lean	generated-unreviewed	lean4	Rat.det2_row_add	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det2-scale-row	kernel-lean	generated-unreviewed	lean4	Rat.det2_scale_row	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det2-swap-rows	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.det2_swap_rows	yes	yes	yes
F:rat-det3-cofactor-row1	kernel-lean	generated-unreviewed	lean4	Rat.det3_cofactor_row1	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det3-example-diagonal	kernel-lean	generated-unreviewed	lean4	Rat.det3_example_diagonal	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det3-example-generic	kernel-lean	generated-unreviewed	lean4	Rat.det3_example_generic	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det3-example-singular	kernel-lean	generated-unreviewed	lean4	Rat.det3_example_singular	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det3-id	kernel-lean	generated-unreviewed	lean4	Rat.det3_id	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det3-ofint	kernel-lean	generated-unreviewed	lean4	Rat.det3_ofInt	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-det3-scale-row	kernel-lean	generated-unreviewed	lean4	Rat.det3_scale_row	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-dotn-add-left	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.dotN_add_left	yes	yes	yes
F:rat-dotn-cauchy-schwarz	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.dotN_cauchy_schwarz	yes	yes	no
F:rat-dotn-comm	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.dotN_comm	yes	yes	no
F:rat-dotn-self-nonneg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.dotN_self_nonneg	yes	yes	yes
F:rat-dotn-smul-left	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.dotN_smul_left	yes	yes	yes
F:rat-dotn-succ	kernel-lean	generated-unreviewed	lean4	Rat.dotN_succ	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-dotn-two	kernel-lean	generated-unreviewed	lean4	Rat.dotN_two	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-dotn-zero	kernel-lean	generated-unreviewed	lean4	Rat.dotN_zero	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-eq-of-cross	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.eq_of_cross	yes	yes	yes
F:rat-eq-zero-of-num-zero	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.eq_zero_of_num_zero	yes	yes	yes
F:rat-eta	kernel-lean	generated-unreviewed	lean4	Rat.eta	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-expectation-add	kernel-lean	generated-unreviewed	lean4	Rat.expectation_add	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-expectation-const	kernel-lean	generated-unreviewed	lean4	Rat.expectation_const	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-expectation-indicator-le-one	kernel-lean	generated-unreviewed	lean4	Rat.expectation_indicator_le_one	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-expectation-le	kernel-lean	generated-unreviewed	lean4	Rat.expectation_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-expectation-nonneg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.expectation_nonneg	yes	yes	yes
F:rat-expectation-smul	kernel-lean	generated-unreviewed	lean4	Rat.expectation_smul	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-expectation-sumvars	kernel-lean	generated-unreviewed	lean4	Rat.expectation_sumVars	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-ext	kernel-lean	generated-unreviewed	lean4	Rat.ext	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-gcd-one-right	kernel-lean	generated-unreviewed	lean4	Rat.gcd_one_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-indicator-le	kernel-lean	generated-unreviewed	lean4	Rat.indicator_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-indicator-nonneg	kernel-lean	generated-unreviewed	lean4	Rat.indicator_nonneg	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-le-natabs	kernel-lean	generated-unreviewed	lean4	Rat.int_le_natAbs	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-le-of-mul-le-mul-right	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.int_le_of_mul_le_mul_right	yes	yes	yes
F:rat-int-le-or-lt	kernel-lean	generated-unreviewed	lean4	Rat.int_le_or_lt	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-lt-of-mul-lt-mul-right	kernel-lean	generated-unreviewed	lean4	Rat.int_lt_of_mul_lt_mul_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-mul-le-mul-right	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.int_mul_le_mul_right	yes	yes	yes
F:rat-int-mul-lt-mul-right	kernel-lean	generated-unreviewed	lean4	Rat.int_mul_lt_mul_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-mul-right-cancel	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.int_mul_right_cancel	yes	yes	yes
F:rat-int-neg-natabs-le	kernel-lean	generated-unreviewed	lean4	Rat.int_neg_natAbs_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-nonneg-of-nonneg	kernel-lean	generated-unreviewed	lean4	Rat.int_nonneg_of_nonneg	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-of-nat-pos	kernel-lean	generated-unreviewed	lean4	Rat.int_of_nat_pos	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-one-le-of-pos	kernel-lean	generated-unreviewed	lean4	Rat.int_one_le_of_pos	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-pos-of-pos	kernel-lean	generated-unreviewed	lean4	Rat.int_pos_of_pos	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-int-right-distrib	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.int_right_distrib	yes	yes	yes
F:rat-int-zero-le-of-nat	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.int_zero_le_of_nat	yes	yes	yes
F:rat-int-zero-mul	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.int_zero_mul	yes	yes	yes
F:rat-inv-le-of-pos-le	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.inv_le_of_pos_le	yes	yes	yes
F:rat-inv-natdivsucc	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.inv_natDivSucc	yes	yes	yes
F:rat-inv-pos	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.inv_pos	yes	yes	yes
F:rat-inv-sub-inv	kernel-lean	generated-unreviewed	lean4	Rat.inv_sub_inv	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-inv2-bottom-left	kernel-lean	generated-unreviewed	lean4	Rat.inv2_bottom_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-inv2-bottom-right	kernel-lean	generated-unreviewed	lean4	Rat.inv2_bottom_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-inv2-top-left	kernel-lean	generated-unreviewed	lean4	Rat.inv2_top_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-inv2-top-right	kernel-lean	generated-unreviewed	lean4	Rat.inv2_top_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-le-abs-self	kernel-lean	generated-unreviewed	lean4	Rat.le_abs_self	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-le-antisymm	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.le_antisymm	yes	yes	yes
F:rat-le-max-left	kernel-lean	generated-unreviewed	lean4	Rat.le_max_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-le-max-right	kernel-lean	generated-unreviewed	lean4	Rat.le_max_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-le-min	kernel-lean	generated-unreviewed	lean4	Rat.le_min	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-le-of-abs-le	kernel-lean	generated-unreviewed	lean4	Rat.le_of_abs_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-le-of-ble-eq-true	kernel-lean	generated-unreviewed	lean4	Rat.le_of_ble_eq_true	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-le-of-le-add-natdivsucc	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.le_of_le_add_natDivSucc	yes	yes	no
F:rat-le-of-lt	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.le_of_lt	yes	yes	yes
F:rat-le-of-sub-le	kernel-lean	generated-unreviewed	lean4	Rat.le_of_sub_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-le-or-lt	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.le_or_lt	yes	yes	yes
F:rat-le-refl	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.le_refl	yes	yes	no
F:rat-le-total	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.le_total	yes	yes	no
F:rat-le-trans	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.le_trans	yes	yes	no
F:rat-left-distrib	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.left_distrib	yes	yes	no
F:rat-lt-irrefl	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.lt_irrefl	yes	yes	yes
F:rat-lt-of-le-of-lt	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.lt_of_le_of_lt	yes	yes	yes
F:rat-lt-of-lt-of-le	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.lt_of_lt_of_le	yes	yes	yes
F:rat-lt-of-not-le	kernel-lean	generated-unreviewed	lean4	Rat.lt_of_not_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-lt-of-sq-lt	kernel-lean	generated-unreviewed	lean4	Rat.lt_of_sq_lt	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-lt-trans	kernel-lean	generated-unreviewed	lean4	Rat.lt_trans	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-lt-trichotomy	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.lt_trichotomy	yes	yes	no
F:rat-markov-constructed	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.markov_constructed	yes	yes	yes
F:rat-markov-inequality	kernel-lean	generated-unreviewed	lean4	Rat.markov_inequality	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-matmul-assoc	kernel-lean	-	lean4	-	4	4	1	117	no	no	yes	no	yes	no	no	no	2	yes	Rat.matMul_assoc	yes	yes	no
F:rat-matmul-id-left	kernel-lean	-	lean4	-	3	3	1	117	no	no	yes	no	yes	no	no	no	2	yes	Rat.matMul_id_left	yes	yes	no
F:rat-matmul-id-right	kernel-lean	-	lean4	-	3	3	1	117	no	no	yes	no	yes	no	no	no	2	yes	Rat.matMul_id_right	yes	yes	no
F:rat-max-cases	kernel-lean	generated-unreviewed	lean4	Rat.max_cases	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-max-le	kernel-lean	generated-unreviewed	lean4	Rat.max_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-min-cases	kernel-lean	generated-unreviewed	lean4	Rat.min_cases	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-min-le-left	kernel-lean	generated-unreviewed	lean4	Rat.min_le_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-min-le-right	kernel-lean	generated-unreviewed	lean4	Rat.min_le_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mk-congr	kernel-lean	generated-unreviewed	lean4	Rat.mk_congr	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mul-adj2-bottom-left	kernel-lean	generated-unreviewed	lean4	Rat.mul_adj2_bottom_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mul-adj2-bottom-right	kernel-lean	generated-unreviewed	lean4	Rat.mul_adj2_bottom_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mul-adj2-top-left	kernel-lean	generated-unreviewed	lean4	Rat.mul_adj2_top_left	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mul-adj2-top-right	kernel-lean	generated-unreviewed	lean4	Rat.mul_adj2_top_right	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mul-assoc	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_assoc	yes	yes	no
F:rat-mul-comm	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_comm	yes	yes	no
F:rat-mul-cross	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_cross	yes	yes	yes
F:rat-mul-eq-zero	kernel-lean	generated-unreviewed	lean4	Rat.mul_eq_zero	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mul-inv-cancel-of-ne-zero	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_inv_cancel_of_ne_zero	yes	yes	no
F:rat-mul-inv-cancel-of-neg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_inv_cancel_of_neg	yes	yes	yes
F:rat-mul-inv-cancel	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_inv_cancel	yes	yes	yes
F:rat-mul-inv-sub-one	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_inv_sub_one	yes	yes	yes
F:rat-mul-le-mul-of-nonneg-left	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_le_mul_of_nonneg_left	yes	yes	yes
F:rat-mul-le-mul-of-nonneg-right	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_le_mul_of_nonneg_right	yes	yes	yes
F:rat-mul-left-cancel-of-ne-zero	kernel-lean	generated-unreviewed	lean4	Rat.mul_left_cancel_of_ne_zero	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mul-neg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_neg	yes	yes	yes
F:rat-mul-nonneg	kernel-lean	generated-unreviewed	lean4	Rat.mul_nonneg	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-mul-one	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_one	yes	yes	no
F:rat-mul-pos	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_pos	yes	yes	yes
F:rat-mul-renormalises	kernel-lean	-	lean4	-	2	2	1	43	no	no	yes	no	no	no	no	no	1	yes	-	no	no	no
F:rat-mul-sub-mul	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_sub_mul	yes	yes	no
F:rat-mul-sumrange	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_sumRange	yes	yes	no
F:rat-mul-zero	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.mul_zero	yes	yes	no
F:rat-nat-abs-mul-of-nat	kernel-lean	generated-unreviewed	lean4	Rat.nat_abs_mul_of_nat	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-nat-div-cross	kernel-lean	generated-unreviewed	lean4	Rat.nat_div_cross	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-nat-dvd-antisymm-pos	kernel-lean	generated-unreviewed	lean4	Rat.nat_dvd_antisymm_pos	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-nat-gauss	kernel-lean	generated-unreviewed	lean4	Rat.nat_gauss	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-nat-index-compose	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.nat_index_compose	yes	yes	no
F:rat-nat-index-symm	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.nat_index_symm	yes	yes	yes
F:rat-nat-mul-right-cancel	kernel-lean	generated-unreviewed	lean4	Rat.nat_mul_right_cancel	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-natdivsucc-add	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_add	yes	yes	no
F:rat-natdivsucc-antitone	kernel-lean	generated-unreviewed	lean4	Rat.natDivSucc_antitone	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-natdivsucc-halve	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_halve	yes	yes	no
F:rat-natdivsucc-le-add-left	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_le_add_left	yes	yes	yes
F:rat-natdivsucc-le-one	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_le_one	yes	yes	yes
F:rat-natdivsucc-le-scaled	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_le_scaled	yes	yes	no
F:rat-natdivsucc-lt-of-pos	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_lt_of_pos	yes	yes	yes
F:rat-natdivsucc-mul	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_mul	yes	yes	no
F:rat-natdivsucc-pos	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_pos	yes	yes	yes
F:rat-natdivsucc-scale	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.natDivSucc_scale	yes	yes	yes
F:rat-neg-add-cancel	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_add_cancel	yes	yes	yes
F:rat-neg-add	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_add	yes	yes	yes
F:rat-neg-eq-of-add-eq-zero	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_eq_of_add_eq_zero	yes	yes	yes
F:rat-neg-le-abs	kernel-lean	generated-unreviewed	lean4	Rat.neg_le_abs	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-neg-le-neg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_le_neg	yes	yes	no
F:rat-neg-le-of-abs-le	kernel-lean	generated-unreviewed	lean4	Rat.neg_le_of_abs_le	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-neg-mul-le-of-bounds	kernel-lean	generated-unreviewed	lean4	Rat.neg_mul_le_of_bounds	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-neg-mul	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_mul	yes	yes	yes
F:rat-neg-neg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_neg	yes	yes	no
F:rat-neg-nonpos-of-nonneg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_nonpos_of_nonneg	yes	yes	no
F:rat-neg-sub	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_sub	yes	yes	no
F:rat-neg-zero	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.neg_zero	yes	yes	yes
F:rat-nonneg-of-int-nonneg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.nonneg_of_int_nonneg	yes	yes	yes
F:rat-normalize-add-normalize	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.normalize_add_normalize	yes	yes	yes
F:rat-normalize-congr	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.normalize_congr	yes	yes	no
F:rat-normalize-cross	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.normalize_cross	yes	yes	yes
F:rat-normalize-mul-normalize	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.normalize_mul_normalize	yes	yes	yes
F:rat-normalize-reduces	kernel-lean	-	lean4	-	2	2	1	43	no	no	yes	no	no	no	no	no	1	yes	-	no	no	no
F:rat-not-zero-le-neg-of-nat	kernel-lean	generated-unreviewed	lean4	Rat.not_zero_le_neg_of_nat	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-of-nat-inj	kernel-lean	generated-unreviewed	lean4	Rat.of_nat_inj	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-ofint-add	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.ofInt_add	yes	yes	yes
F:rat-ofint-mul	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.ofInt_mul	yes	yes	yes
F:rat-ofint-neg	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.ofInt_neg	yes	yes	yes
F:rat-one-ne-zero	kernel-lean	generated-unreviewed	lean4	Rat.one_ne_zero	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-polyeval-add	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.polyEval_add	yes	yes	no
F:rat-polyeval-deg1	kernel-lean	generated-unreviewed	lean4	Rat.polyEval_deg1	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-polyeval-smul	kernel-lean	generated-unreviewed	lean4	Rat.polyEval_smul	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
F:rat-polyeval-succ	kernel-lean	-	lean4	-	2	2	1	117	no	no	yes	no	no	no	no	no	1	yes	Rat.polyEval_succ	yes	yes	no
F:rat-polyeval-zero	kernel-lean	generated-unreviewed	lean4	Rat.polyEval_zero	2	2	1	138	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	yes
